,MOF,Selectivity,Ethane_uptake
61,441085,1.7821343334469828,5734.31145163578
62,347506,1.8933002481389576,10050.550585349742
63,448616,1.7102254165305455,3675.904960829437
64,453528,2.038727136991415,14144.207541800844
65,364871,1.4006762468300928,7107.943710782384
66,421541,2.0709432630371483,14877.426331185216
67,430067,1.6846128281821202,2405.1002783171343
68,339871,1.4411111111111108,1286.3626704833243
69,429515,1.7634825519915402,8767.146984621952
70,396931,1.5123248802979252,1962.160433370372
71,355397,1.6178628389154706,1892.282304130484
72,425378,1.4606995110943966,375.7378832966277
73,444322,1.5533786485405836,1241.3696086281993
74,374352,1.4272959183673468,785.2537314961861
75,414965,1.3974293059125964,1059.6222599385155
76,418840,1.4953950557440618,1173.2833043689218
77,376531,1.898800512402469,19586.244461576724
78,391772,1.254426840633737,288.04984341833665
79,373301,1.3295063145809414,478.2758572738616
80,467433,1.295355587808418,385.68979616568885
81,340946,1.7137931034482756,8730.403982286418
82,368584,1.9519087754090236,29675.62888712061
83,373081,1.4018691588785048,9614.891591890282
84,377734,1.6868729989327642,13895.329389868848
85,348820,1.4287657259435569,622.6035895040668
86,403025,1.3348017621145374,365.87981809371905
87,350906,1.4140382052421143,1213.4596883014724
88,390639,1.5023334747560455,609.2200800570267
89,357217,1.7131891137473831,10751.49409270537
90,351321,1.6909837885853871,4027.916345337539
91,433448,1.3062770562770565,252.9895919567064
92,408437,1.5517659279778393,31586.23037730813
93,364207,1.2751235584843494,296.61011036588326
94,362605,1.7683832949013578,3208.9443045496114
95,366989,1.7255936675461745,2301.964025165015
96,449286,1.827240143369176,22228.72647329266
97,445539,1.7685495452369555,8346.949779227829
98,407394,1.5232161594963274,76270.67810906122
99,427137,1.4445606694560669,447.21777960790763
100,414401,1.404424778761062,570.7818287657935
101,340772,1.292521994134897,171.62595719576763
102,406293,1.6285781878400756,4677.138026926671
103,427052,1.4686744339415254,982.692369108801
104,381609,1.7830992978936808,6533.646807109593
105,444590,1.0636704119850189,136.96787205860687
106,404888,1.3205417607223475,548.4527143776393
107,410382,1.3098918083462134,685.6963950306947
108,394535,1.6206815141260722,2285.698763849834
109,460355,1.6304940891179145,1750.7339346569308
110,450259,1.6625617826924688,3141.8949378565253
111,435158,1.4936230514879547,1244.117737602063
112,407966,1.62472647702407,15053.966933785196
113,353282,2.141093169847164,14826.917045535034
114,415538,1.3145598664997913,992.1444897093652
115,425056,1.775211170487847,5262.601626630113
116,420623,1.5372881355932204,657.8844795908723
117,354639,1.6085069444444444,1733.591498100806
118,374185,1.67626863171998,2980.229682230161
119,405958,1.4947879223580158,35854.087085009865
120,390286,1.6479496341670918,4467.98176062016
121,400676,1.1866464339908953,148.29340197299322
122,391022,1.5837975858867226,6725.954920104803
123,389522,1.7999999999999998,8470.473810799534
124,460955,1.2475247524752475,178.20199624704938
125,390068,1.7822376204157515,11019.231984804717
126,381681,1.3377723970944309,653.9457984044083
127,386959,1.833854018744675,25913.77954202125
128,442038,1.8476522914086249,20853.709153644937
129,400118,1.4810676598386097,718.8716336072893
130,399114,1.204655674102813,165.43170010422295
131,355314,1.6492002206287923,2150.609450393211
132,356843,1.7825342465753424,13895.437701914421
133,433580,1.4516562220232767,1367.8290083930024
134,442571,1.350401606425703,652.5467112831273
135,442757,1.7620488940628638,5723.979061618767
136,375830,1.4519748653500897,20101.536921084564
137,342377,1.2587034813925573,206.296499991502
138,398578,1.433251433251433,774.0423796894072
139,352381,1.3814323607427057,715.6441799678028
140,433339,1.469703301295445,535.5287440999363
141,399777,1.818724019519248,13212.160268866328
142,391155,1.7234098246226333,6191.7246895128965
143,452701,1.5850262497146768,731.2197810923197
144,354642,1.5814889336016096,1667.767234680785
145,465084,1.5556697499143544,1098.6792826896815
146,389270,1.2661737523105359,434.25439174118594
147,341447,1.5626043405676129,1347.1867149379918
148,406016,1.7585789261203069,14553.715261206658
149,393388,1.8540345934100342,11882.450030171738
150,377178,1.6022727272727275,6273.673569500905
151,392829,1.6291043962037746,3011.9371067261914
152,347040,1.9220720720720723,14680.000923866228
153,455264,1.4372846312887664,573.8642782219932
154,360198,1.0031645569620251,48.471357819386455
155,414197,1.443159922928709,921.2424273750943
156,437364,1.1623655913978492,245.28987253393296
157,392157,1.5830301455301454,2729.957430280975
158,342610,1.87336840054549,7293.326979282055
159,357778,1.2640586797066014,344.90094350493416
160,467945,1.717759764185704,13550.689282151969
161,368951,1.5826453243470937,1711.9803114917106
162,362535,2.0520762752879684,14925.991778595317
163,385389,1.3988902589395809,594.3420386386098
164,368710,1.7796762589928057,5048.519470674491
165,402530,1.5333962264150944,1444.572609390685
166,448803,1.882912507339988,9812.61196886036
167,437793,1.6513115802943057,8028.835581245093
168,345226,1.248520710059171,171.16796938231147
169,452975,1.8326314147558889,10460.718797547455
170,361808,1.306505700871898,155.45388374090774
171,450813,1.7428713941308505,5847.030945668586
172,349938,1.3302122347066163,501.354871707847
173,427501,1.7622167284713637,23839.23460664255
174,445719,1.3711521547933156,315.47056062263266
175,380240,1.2183908045977012,138.94856625964744
176,441780,1.7511621547716707,32495.823164001704
177,417315,1.2850877192982455,106888.64439700553
178,418219,1.6195092396243562,3454.9139168984334
179,358780,1.4015285126396235,300.50223611726483
180,420455,2.0887664264518864,13237.484973359604
181,403312,1.4912877178070547,839.2396558641412
182,344675,1.6567836812144214,3417.2800570006652
183,428057,1.396843950905903,222.29091375364163
184,450684,1.867124142233312,16226.740074082285
185,426647,1.7733131159969673,1729.8586200409866
186,454281,1.3004059539918809,324.53389210106656
187,446846,1.244249726177437,244.52437681290095
188,465995,1.7464317860357466,23213.282330156602
189,467382,1.4796122041631024,1270.1726538213104
190,358496,1.998013057053648,20350.581388827457
191,444884,1.4654947916666667,804.6951784974739
192,360601,1.0369127516778522,80.51077959358085
193,442957,1.36073500967118,394.3906401991572
194,445794,1.810304697418536,15990.74768373064
195,364001,1.3907754688291942,629.2548447783303
196,433857,1.3054443554843873,52006.76094701271
197,454778,1.5187904967602597,622.3468333867614
198,349004,1.915203122228136,9283.407831828845
199,449296,1.4076182136602453,946.33083552891
200,423314,1.7659294680215183,11288.859478761926
201,439183,1.5221760221760219,2487.523673582215
202,383410,1.785348599087778,11897.643722695959
203,389667,1.7727786570201218,9313.054738276851
204,444036,1.6583927254853772,3039.2289500273714
205,456512,1.4210045662100457,997.362940914966
206,432255,1.798878923766816,8461.785679956629
207,355411,1.6299719887955182,2126.0045147518185
208,353133,1.8969570842004613,34741.00613763337
209,386921,1.383833718244804,517.6214734336972
210,457671,0.9339207048458148,97.87583849247696
211,417252,1.4056603773584904,925.2131425692792
212,333104,1.2874058127018295,6749.32954248459
213,365768,1.8070239843367597,10491.462275026051
214,466240,1.521798365122616,2142.77447520146
215,424565,1.6866837024417944,4592.431712155406
216,424841,1.4566452101476712,639.9843487937635
217,429049,1.4010178117048346,810.9608410542703
218,446437,2.0876780040014125,12096.407961235745
219,379672,1.8040017211703958,11465.543012383258
220,370966,1.4172359432475041,598.5686947722402
221,344651,1.6706502305448383,8516.830088831974
222,357196,1.6686226065472514,7971.483675281051
223,336589,1.675910821098423,5934.219943933654
224,418782,1.7671214000275597,6452.069794765466
225,464569,1.7456998813760383,3651.763213122418
226,412017,1.4448123620309048,950.6874037863432
227,424346,1.3770430906389302,667.8276958084297
228,382110,1.3659367396593671,674.6913996737906
229,337252,1.4369508430301592,48133.9210428294
230,347710,1.2683823529411764,175.4756442795929
231,394474,1.2415115005476451,134.97788273369716
232,439989,1.3943731490621918,1187.3751433619755
233,351829,1.977690950340308,34108.96460777063
234,395767,1.2350791717417784,224.59880065669773
235,421659,1.6245567741403482,46889.46605998693
236,426668,1.6965594138260591,1088.6688361935185
237,454150,1.422674738580077,1003.702164977414
238,452464,1.7160649138256383,4895.428228556623
239,431762,2.1657050308735704,45719.04546231942
240,336777,1.752098635886674,8032.876659313611
241,377426,1.5796610169491525,8580.299853308163
242,389552,1.6783434763247735,4769.408829045955
243,455454,1.6775925224201087,5983.629237594231
244,376088,1.2882513661202186,269.189323939739
245,424725,1.8332020903429025,17715.53739557715
246,405972,1.6324465008675533,7367.131810488986
247,405414,1.5751445086705202,1161.268010534455
248,452126,1.2635379061371843,318.44835984133135
249,344247,1.7550988755331527,7517.163111753585
250,367536,1.39540507859734,773.1740895085425
251,464430,1.4654088050314469,846.0542722781862
252,355273,1.4950936663693133,1148.7626403741276
253,336664,1.7710772833723651,36771.59799814991
254,382848,1.308443423319931,329.51098388044534
255,373208,1.5349414686058886,26586.29766385648
256,393032,1.8045941089147592,10237.773178778833
257,349806,1.8054054054054056,7400.866913365036
258,458744,1.3203463203463204,1207.8506709486364
259,384259,1.6325632563256327,2448.071777177489
260,332598,1.4398104265402842,1442.183899510765
261,431965,1.0096269554753308,10376.657681346056
262,457417,1.2269938650306749,74.87483598612826
263,360760,1.3906923297902904,311.97702673358083
264,410705,1.2461832061068705,174.0745541230252
265,428089,1.4908450704225351,597.0958704266618
266,399019,1.7760180995475114,6586.542151315936
267,404425,1.5756695038405646,6529.341214667189
268,360055,1.3983050847457628,287.6588817654398
269,354604,1.3826291079812207,418.161104579245
270,423896,1.2441541332747832,93262.2987216809
271,371900,1.7389329432596812,12141.28319542625
272,417451,1.285655737704918,30267.271282831247
273,408308,1.6267882689556508,5176.557200079656
274,424331,1.3156611822059718,373.3719308104468
275,384025,1.6285342261904765,2576.3216514027
276,443409,1.6830419931685754,14770.381351280637
277,367236,1.8168478260869567,11211.617072019744
278,337387,1.7553304904051172,6236.412063050047
279,354919,1.4155789825970548,102093.27960955074
280,337400,1.6520096186877358,4633.669145605837
281,377546,1.5857908847184985,1978.6818108475798
282,424561,1.248031496062992,115.62449243591824
283,398344,1.819654683065279,14898.779395114658
284,403106,1.3679300291545191,979.3986487474608
285,415279,2.1535731767009296,33954.58985260784
286,442823,1.8795005455206688,13063.324574502287
287,350213,1.7890141869770826,11087.207376919814
288,436410,1.4302384576357177,1312.3514205897995
289,370615,1.3440934065934067,388.32509572743896
290,425814,1.885055280213496,10223.196301035545
291,424265,1.6582308420056766,2077.881403819213
292,371170,1.4676223430548687,1448.1420486013267
293,363703,1.1445270988310308,251.59296963361496
294,393558,1.2646675358539765,234.6778572399704
295,395881,1.197645600991326,115.17252765148973
296,426447,1.4259077526987245,277.99917652826446
297,397838,1.5772274175316,2915.539774259477
298,463952,1.6711884399882042,4065.093750241142
299,407056,2.339730108657553,29754.16341245168
300,375318,1.6145685082158103,2441.028414641377
301,466680,1.7219634539591544,6253.776558006131
302,410584,1.6196440342781806,4536.991514092859
303,350423,1.9424044534846376,10181.815373210842
304,399814,1.7656113346160571,13437.301230971023
305,455862,1.7402210475732822,6023.1040719324155
306,389223,1.3913347309573725,688.8813530582377
307,387308,1.3342002600780236,471.635244257684
308,396362,1.6010540788267646,1212.8661268404144
309,382026,1.905625166622234,11583.279665547228
310,402149,1.2704918032786885,157.72267371063808
311,383153,1.8306641837368096,21133.50029906193
312,384090,1.7569285947179654,13212.749765873841
313,336450,1.7846309403437814,12588.585039560376
314,422377,1.3582704186684973,428.33180779718407
315,379103,1.1935028248587571,290.1341206551817
316,405538,1.8045378850957536,11196.851734442256
317,436057,1.2979890310786104,323.36134610493696
318,346348,1.7545686122494186,10192.186184060403
319,377944,1.5287356321839078,7761.693490610602
320,429084,1.4194484760522497,294.14165826956054
321,468300,1.6169480413047044,4183.160998196142
322,353056,1.8899812734082395,49957.06522363737
323,361270,1.1895991332611051,204.34881738108962
324,376812,1.4051679586563308,622.2627440807963
325,398552,1.3814352574102964,876.8600111148555
326,400901,1.4851150202976997,1238.2397535272278
327,466783,1.4139827179890023,1324.4944714046765
328,340567,1.4756097560975607,1003.2650329727268
329,350756,1.448955916473318,986.4617291982307
330,462134,1.257790368271955,485.2155023661847
331,332037,1.2472160356347441,668.2645209937574
332,336638,1.7902097902097902,21183.904946234117
333,350184,1.5341446923597024,26270.55125444836
334,453175,1.774618920880716,9838.945355284282
335,385286,1.3702702702702705,1625.6357162084244
336,350860,1.5772142316426951,1375.803052876409
337,462292,1.287458900892438,360.2012769336136
338,436802,1.4594767070835992,1477.99894384828
339,415860,1.7868522248672398,9576.393846231509
340,414060,1.6573590096286108,33835.80311836782
341,401283,1.4848349687778768,653.6525906508484
342,446514,1.2706527701590784,57470.31150552917
343,373943,1.7264786169244766,17452.460952890764
344,377697,1.6804733727810648,6051.79217377554
345,368464,1.5291936978683969,701.9273553397861
346,468091,1.6410930110352075,2704.492549720028
347,422222,1.3844372394627145,611.4335197237085
348,452612,1.6261247750449912,2580.1095580320803
349,447650,1.6602096627164995,2794.9242806307857
350,454607,1.470505617977528,1064.5914304587866
351,439002,1.6000944287063268,10460.53797610722
352,409966,1.1258823529411763,185.3057865672575
353,401151,1.6644763042612505,5058.22062744459
354,380528,1.4573616428820049,2646.402186765441
355,335098,1.6610086502366574,2711.667351755682
356,411607,1.0540540540540542,123.31026957255749
357,375457,1.1452455590386623,129.61883319193498
358,465427,1.594702363998861,980.4878383825459
359,354062,1.9720218851032085,22114.411502553667
360,332211,1.893111880986346,12666.07166305656
361,418125,1.7190137716570413,14290.388008558515
362,449506,1.753187042842215,30431.284284570327
363,361657,1.474484256243214,1075.636698521015
364,358864,1.7096247960848288,3549.618514122489
365,414041,1.474588403722262,1062.2847385671107
366,379377,1.360263315380012,566.4426697112707
367,357516,1.5489385166804523,2945.381438888525
368,365358,1.3043478260869563,486.3724898315927
369,457744,1.0422535211267607,106.8400168249892
370,338270,1.493886230728336,1824.5800098073307
371,425859,1.843747336117978,15016.456099842131
372,429703,1.7785181659527212,8896.934490218853
373,397542,1.728521061421414,5224.666234123314
374,410350,1.6890105350134268,10921.560989255402
375,436206,1.7044776119402982,5783.8782881488805
376,354660,1.896069940354604,14700.44395838079
377,345389,1.8176999678766463,7196.960984917934
378,379020,1.7629854936827332,24584.390691586195
379,468276,1.1726479146459752,166.4882812298049
380,451954,1.5760058067192035,13492.599696848303
381,364550,1.4448462929475587,1039.5123206047654
382,438021,1.797281462385751,4119.367279358781
383,459852,1.126984126984127,135.26067559390998
384,396983,1.2479729729729732,147.9190469466738
385,418526,1.2814070351758795,310.2588930221744
386,372538,1.6496980155306296,11712.283250954188
387,342067,1.6850662658833175,6139.238313223628
388,422565,1.5564110156944035,900.1979422778744
389,445183,1.2567324955116694,361.6010944967487
390,441696,1.8271191377803668,16282.615120703711
391,339055,1.8575007829627308,77456.76719448435
392,452592,1.8449880350970485,8482.284812628019
393,455884,1.7008403361344535,5805.2832481392825
394,453356,1.33096926713948,321.06589211821967
395,380921,1.6728187919463091,24826.201802416224
396,441474,1.656981694338016,28488.178957926568
397,439504,1.7310325555400308,30583.804133729234
398,336834,1.386309238870273,528.7911370396233
399,354894,1.6964618249534449,113546.50172931614
400,456612,1.208333333333333,981.8896513344293
401,366649,2.2809356136820935,44199.29373231131
402,458398,1.2115384615384617,266.22885393949
403,411820,1.9960681520314547,8313.242130657209
404,350030,1.9170252496549485,23521.574609285697
405,460400,1.4557885141294438,757.4785701906337
406,413950,1.2508960573476704,371.31976852523
407,432289,1.8319476879962635,12680.433211474205
408,375165,1.3825289190267254,713.8861183688687
409,411375,1.453851492019431,752.8104096869748
410,417875,1.7238629014873896,7295.240476662687
411,395407,1.7205767121140885,7773.659897576707
412,354266,1.6124031007751938,1723.770034788511
413,435514,1.8061780738946087,6210.617909125323
414,448893,1.4415718717683554,644.5276330623633
415,455215,1.3730074388947928,593.0114748704858
416,386176,1.7142586631319834,13070.93512836997
417,435020,1.2296296296296296,211.08634575426387
418,438534,1.5630026809651474,28493.08829657355
419,430516,1.2258376288659796,91702.75209534599
420,345989,1.294889502762431,208.0605699752884
421,365837,1.5507836990595611,2328.087288794841
422,427751,1.341249354672173,442.6579433011016
423,449543,1.3161057692307692,277.95063799033403
424,451334,1.8024988537368176,1821.7273778925692
425,380606,1.7907692307692304,24244.64694523894
426,416098,1.5938099150917555,2625.881904448905
427,335541,1.836734693877551,10775.355483923657
428,398368,1.4297872340425533,810.8144610401456
429,458597,1.0,195.62459411467842
430,428612,1.549496981891348,2161.2757536521162
431,429965,1.6250725478816015,1185.8060819151872
432,459597,1.0883838383838382,5233.122469961421
433,429107,1.9756358450202047,8957.65927875779
434,388166,1.6511724712085472,8861.015860464495
435,332266,1.1,313.58740423429083
436,363781,1.6467669654289372,15790.345187962006
437,468700,1.6431025369978862,4630.457461694663
438,364920,1.949074074074074,10766.35715718173
439,337659,1.5566984445559455,876.1387501264726
440,346124,1.6021883548261038,1035.713012965435
441,354670,1.3484772840738892,505.41871414934974
442,441458,1.5095220984549051,902.4655073610132
443,411729,1.9337606837606842,9522.421877589784
444,344692,1.4212271973466004,647.4395508602988
445,457058,1.5874060150375942,12658.497933405546
446,362790,1.672433924211867,13665.076937614467
447,396030,1.3316526610644257,397.5684587066394
448,407829,1.6244817804931266,14219.445783068822
449,437789,1.6908740359897172,10507.043462161451
450,356509,1.4006035458317618,391.5527030126045
451,445143,1.7505703422053234,13749.668825632487
452,457721,1.442775763852926,12330.507235758458
453,425267,1.7844098925180008,8803.731145215615
454,369577,1.8118366612700123,6504.500407338692
455,347487,1.7501198274484742,3541.2904369422413
456,396519,1.5904065954656177,1360.7242819995795
457,368774,1.8431637981048157,12091.41225770856
458,415171,1.5646984924623115,1973.8405062945944
459,412755,1.693165969316597,12475.61751732581
460,422791,1.8733969089115428,8129.674892327442
461,371311,1.4848387096774192,1053.2535076350866
462,396871,1.5893548744052228,14665.878633319018
463,373412,1.5187358916478555,2922.196790278179
464,394238,1.96821968528232,19966.504646469366
465,391854,2.07739691281977,21882.753852679936
466,440118,1.3150406504065042,685.3452586139548
467,381120,1.818499127399651,6031.619054115502
468,356358,1.8593506649095484,7735.037154714211
469,428219,1.5915857605177994,1495.0198492338989
470,377444,1.1941638608305276,378.54566485608535
471,435310,1.5659697188175916,1605.9220482825056
472,434384,1.2317262830482114,274.2717005300695
473,459959,1.7199379363847944,16158.173859543296
474,401968,1.245901639344262,302.55105453332834
475,457232,1.1224489795918369,131.0371076400227
476,434610,1.5240284162139572,1677.5913138219073
477,444234,2.16355758815742,23192.216373714706
478,363881,1.9105628962040784,21735.728075364488
479,400588,1.288135593220339,194.41873285750182
480,391171,1.710581056718902,9969.614393271053
481,388735,1.5104166666666667,1842.597100134248
482,452412,1.8141824879569284,6909.75131667319
483,433428,1.2461538461538462,153.8571860789209
484,342096,1.3840425531914895,338.7722661037656
485,459965,1.3072463768115945,621.4554762389896
486,366220,1.7029241944496183,3939.935639957494
487,453780,1.8714222156310247,6990.876418901978
488,408950,1.6626224918338777,8897.850314273419
489,396330,1.768270944741533,12456.757762442783
490,352419,1.4762320104666375,812.3001064621945
491,394995,1.4591277668200746,887.7756829947215
492,331953,1.3788634097706882,3782.042423557005
493,446096,1.7715559960356786,3977.1914689403625
494,339250,1.65465293668955,3097.1431072034297
495,357513,1.58562459406798,4417.042863872314
496,335952,1.3176239567992147,778.8638344500339
497,466868,1.7871944739638683,16976.674921940885
498,339063,1.7301570789555811,74824.83501555881
499,419358,1.8042904870757863,9298.47243235369
500,410560,1.4254327563248999,1485.8683456954886
501,382807,1.6798000238066897,8913.755683748836
502,400418,1.6352822070361934,4788.812420565706
503,361004,1.4687653713723563,470.80704609769975
504,433479,1.7995351539802438,51423.707449820955
505,414784,1.8731437377416644,22117.08919268608
506,347844,1.178102189781022,126.86364727904272
507,392516,1.7892066420664203,16721.007967477755
508,384481,1.2544378698224852,177.86014362388144
509,414617,1.1993087557603686,164.98736840365225
510,376063,1.1209150326797386,131.89632503154306
511,465079,1.750658327847268,6120.313155106193
512,347898,1.2745098039215683,133.12355856655302
513,345256,1.30030959752322,252.00170524108086
514,345267,1.7799850837344906,11092.638526905212
515,387256,1.5827007131354958,4797.183782563438
516,344773,1.5120072496601722,1654.525629218572
517,435416,1.3607370659107014,487.6524452901948
518,338067,1.4086839749328557,562.5577992072747
519,364390,1.6032454361054769,2434.698198141511
520,400781,1.8493446636900481,9098.080311305925
521,336812,1.7672650816755617,3960.3543323614736
522,336462,1.6821522309711283,6447.797426850929
523,343166,1.4381804043545878,609.2631889428973
524,387546,1.7859119496855345,6848.926882070471
525,400773,1.5467897608057066,1371.9769282839438
526,410064,1.97649863760218,12991.149465638633
527,394892,1.627763041556145,4760.621634010444
528,399634,1.5710192386410151,2560.956978194084
529,362256,1.5758113590263692,70087.43969737491
530,426041,1.9699453551912571,17959.628865746785
531,364723,1.7607237243342142,4122.028223912839
532,433826,1.4790785143394451,1162.1478809592495
533,421847,1.9805485314141216,18200.991403370892
534,389033,1.6158115183246071,24500.569142445533
535,445797,1.3264942016057093,312.8462663308493
536,464022,1.675177304964539,2494.35633925034
537,367491,1.7547033285094071,32210.30198950866
538,372464,1.13875,130.3589795940739
539,461112,1.5228215767634854,872.281652208073
540,386373,1.7443196657090625,10548.719645074048
541,370804,1.3909943714821762,227.8144854346886
542,469013,1.4173855341738557,1374.7772345800906
543,410317,1.275626423690205,336.727759733039
544,434236,1.6658391261171797,10517.466471193236
545,385675,1.5486956521739128,3144.919619206229
546,418738,1.7425614489003884,6793.122724787208
547,447269,1.444313725490196,1281.6651834758964
548,357136,1.9612789025334665,9883.779253858784
549,444029,1.4636992221261884,1178.9707308737545
550,455032,1.1759530791788857,87.72727283102915
551,345198,1.624612785130949,1183.84685585054
552,364566,1.3647342995169085,1148.177893008887
553,426895,1.8621992877389344,12608.98458327738
554,453222,1.2705570291777188,244.5257922462212
555,449239,1.5648730491497786,4173.992148184406
556,430595,1.6776765375854217,2761.713692016889
557,466146,1.2910638297872337,427.67945424201065
558,392618,1.3167420814479636,305.9682283675382
559,379702,1.6993716771387144,3611.4808662263536
560,361018,1.2035162493340437,100.65583096426843
561,369025,1.731606503168917,4516.575421440828
562,351894,1.6208829712683954,4012.161057254716
563,369875,1.6713269254774683,7842.387980558166
564,390805,1.5748113453031485,7129.025423946618
565,340274,2.022924592722661,30360.68868330042
566,391453,1.7542755219809043,8940.142792285897
567,379187,1.1993769470404985,166.22697849007318
568,466990,1.4462025316455696,2671.9502608590037
569,403752,1.7684279191128505,4795.048624316875
570,359647,1.1274685816876122,162.47322448356337
571,366742,1.7632020899421532,3845.6820849716746
572,432435,1.1491803278688524,199.3661328190158
573,393268,1.8204825596643064,19692.66730849422
574,398394,1.1196388261851016,125.53960955547323
575,359876,1.2815210140093394,228.80124495071652
576,391594,1.729356746595755,9138.801840273136
577,435901,1.5402046783625731,6974.113774563113
578,368790,1.961257111893796,9154.485065049188
579,423201,1.5159181353041502,825.1556376091874
580,464425,1.3861800777744544,607.8295500190708
581,443471,1.2612781954887216,461.290787157675
582,347872,1.1546052631578947,107.76844985854649
583,342303,1.3763483819416698,444.5107742066752
584,409998,1.0974155069582503,115.15812467680868
585,434319,1.4670074349442381,2206.036323681688
586,443681,1.70221843003413,22625.82957248836
587,379873,1.5558447704685283,1171.6857062649378
588,379705,1.4123376623376622,877.8528300146503
589,454879,1.4702300405953992,360.7882997590412
590,448980,1.3094140882159315,308.0241539470496
591,354705,1.765326044513862,38165.26916737972
592,375880,1.508463541666667,8567.725109430725
593,360700,1.1638954869358669,190.67212605776402
594,386270,1.5513307984790876,1843.0105868084602
595,348802,1.6722445898339202,6920.281140732314
596,378506,1.2893753336892686,279.2693018603699
597,352706,1.961726175186232,16844.524065274312
598,395220,1.2668344870988042,157.12703819377347
599,391651,1.340480831708902,665.2947610010735
600,380909,1.6696754369118496,28363.126446650665
601,395450,1.4118476727785612,360.69792125919764
602,377574,1.814627994955864,14603.683782946866
603,332107,1.0134529147982063,418.5636479165477
604,432975,1.4748982360922658,988.4706209231135
605,335806,1.5074687947616126,999.9133785568147
606,360602,1.1530172413793105,213.766492293126
607,385388,1.7502077447232838,4745.846193579475
608,388427,1.4326200115673795,1034.8182958800164
609,398599,1.4218967921896792,1096.1106007377812
610,372548,1.4483995584988962,761.1362215289265
611,367327,1.5320983711274354,946.3407598435193
612,377261,1.4025676295277396,1540.8856369602054
613,431597,1.1323529411764706,9921.795378262785
614,351624,1.7323871409028728,8726.299732083557
615,357624,1.250825082508251,151.7661287694032
616,417340,1.32784588441331,28324.01860411336
617,425690,1.715299479166667,4696.835539966002
618,404297,1.2712133227597144,227.62036939292187
619,454349,1.9131359398004253,7923.859279805398
620,467810,1.4198771635957568,920.4096611021105
621,342083,1.4219964136282126,729.0953686401697
622,403039,1.6007717423567822,1986.1519477028808
623,428917,1.7094774136403896,5960.068917023487
624,378721,1.6535764375876578,2717.966339045666
625,379908,1.7861257507047432,11630.181053781693
626,381065,1.8353474320241687,7660.901198338166
627,350762,1.4274891774891774,1112.474873633286
628,377020,1.8315866887295456,11816.310334518585
629,429902,1.4336448598130842,634.2003395006639
630,422679,1.8461720786916331,19640.64376792518
631,367517,1.4144404332129965,645.6886386825396
632,341479,1.7631699917256598,17476.18693688989
633,332732,1.669344870210136,2753.001739842229
634,433610,1.5332360908522606,31496.623820414672
635,385885,1.7626398527120806,8492.668978622518
636,347768,1.269541778975741,247.7042044541711
